source,target,weight
Virginia Tech,Ruhr U Bochum,1
Virginia Tech,U Muenster,1
Virginia Tech,Virginia Tech,2
U of New Mexico,U of New Mexico,3
Hebrew U,Hebrew U of Jerusalem,3
Hebrew U,Netanya Academic College,1
Hebrew U,The Hebrew U of Jerusalem,2
Hebrew U,Hebrew U,7
Hebrew U,U of Iowa,1
U catholique de Louvain,U catholique de Louvain,1
Queensland U of Techology,LMU Munich,2
Queensland U of Techology,U of Queensland,3
Queensland U of Techology,Queensland U of Techology,41
U of Copenhagen,Lund U,1
U of Copenhagen,Hans Bredow Institute for Media Research,1
U of Copenhagen,Hans-Bredow-Institut,1
U of Copenhagen,U of Antwerp,2
U of Copenhagen,U of Copenhagen,18
Yeungnam U,Multimedia U,1
Yeungnam U,Kyung Hee U,1
Yeungnam U,U of Pennsylvania,1
Yeungnam U,Yeungnam U,1
Ewha Womans U,EWHA WOMANS UNIVERSITY,1
Ewha Womans U,Ewha Womans U,6
Ewha Womans U,U of Miami,1
U of Southern Denmark Centre for Journalism,U of Southern Denmark Centre for Journalism,5
U of Southern Denmark Centre for Journalism,U of Southern Denmark,2
Trinity Lutheran College,Trinity Lutheran College,1
Humboldt U Berlin,Technische U Chemnitz,1
Humboldt U Berlin,Humboldt U Berlin,1
Humboldt U Berlin,Technische Universitaet Chemnitz / HIIG,1
Chapman U,U Duisburg-Essen,1
Chapman U,U of Duisburg,1
Chapman U,Chapman U,19
U Iberoamericana,U Nacional de la Matanza,1
U Iberoamericana,U Iberoamericana,2
U Iberoamericana,Instituto de Altos Estudios Nacionales,1
U Iberoamericana,U de la Habana,2
U Iberoamericana,U Federal de Santa Catarina,1
U Iberoamericana,U of Santiago,1
Texas Christian U,U of Maryland,1
Texas Christian U,Wayne State U,2
Texas Christian U,Texas Christian U,5
Texas Christian U,U of Kentucky,2
Texas Christian U,U of Oklahoma,1
U of Bonn,U of Bonn,1
Simon Fraser U,UIC,1
Simon Fraser U,Simon Fraser U,4
Old Dominion U,Old Dominion U,2
Rauawaawa Kaumatua Charitable Trust,Rauawaawa Kaumatua Charitable Trust,1
Rauawaawa Kaumatua Charitable Trust,U of Waikato,2
Rauawaawa Kaumatua Charitable Trust,Waikato Tainui College,1
U of Cape Town,U of Cape Town,2
U of Turku,U of Turku,1
Western Washington U,Western Washington U,2
Western Washington U,U of Michigan,4
Saint Francis Xavier U,Saint Francis Xavier U,1
Saint Francis Xavier U,U of Queensland,2
Instituto de Estudios Peruanos,Instituto de Estudios Peruanos,5
Instituto de Estudios Peruanos,U of Amsterdam,2
U of Maine,Washington State U,1
U of Maine,Goldsmiths U of London,1
U of Maine,Ohio State U,1
U of Maine,U of Maine,3
U of Maine,Bowdoin College,2
U of Koblenz-Landau,U of Koblenz-Landau,10
U of Koblenz-Landau,U of Kassel,4
U of Koblenz-Landau,U Koblenz-Landau,2
U of Koblenz-Landau,U of Amsterdam,2
U of Koblenz-Landau,Ars Electronica Futurelab,2
U of Koblenz-Landau,U of Osnabrueck,2
Comenius U Bratislava,U of Vienna,1
Comenius U Bratislava,Comenius U Bratislava,1
Comenius U Bratislava,U of Amsterdam,2
Fordham U,Emerson College,1
Fordham U,Fordham U,3
UNESP-Faculdade de Filosofia e Letras,U of Texas,1
UNESP-Faculdade de Filosofia e Letras,UNESP-Faculdade de Filosofia e Letras,1
The College of New Jersey,The College of New Jersey,1
The College of New Jersey,Media Science,1
The College of New Jersey,Murdoch U,2
The College of New Jersey,RMIT U,1
McMaster U,McMaster U,2
U de Navarra,U de Navarra,1
U de Navarra,U of Navarra,1
U of Cincinnati,Arizona State U,1
U of Cincinnati,Ohio U,1
U of Cincinnati,U of Texas,1
U of Cincinnati,Minnesota State U Mankato,1
U of Cincinnati,Central Connecticut State U,1
U of Cincinnati,The Ohio State U,1
U of Cincinnati,U of Cincinnati,12
U of Cincinnati,U of Wisconsin,1
U of Cincinnati,Purdue U,1
U of Cincinnati,DePaul U,1
U of Cincinnati,National U of Singapore,1
U of Cincinnati,Universita' degli Studi di Sassari,1
U of Cincinnati,U of Minnesota,1
U of Cincinnati,Ohio State U,1
Albion College,U of Wyoming,1
Albion College,Albion College,1
UNIVERSITY OF MURCIA,UNIVERSITY OF MURCIA,1
U of Mainz,Johannes Gutenberg U Mainz,2
U of Mainz,U Mainz,3
U of Mainz,U of Amsterdam,1
U of Mainz,U of Mainz,78
U of Mainz,LMU Munich,2
U of Mainz,U of Zurich,3
U of Mainz,U of Erfurt,4
U of Mainz,Johannes Gutenberg U,11
Pontificia Universidad Catolica de Chile,Universidad Diego Portales,1
Pontificia Universidad Catolica de Chile,Pontificia U Catlica de Chile,7
Pontificia Universidad Catolica de Chile,Pontificia Universidad Catlica de Chile,1
Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica de Chile,12
Pontificia Universidad Catolica de Chile,U Diego Portales,1
U of North Carolina,U of Texas,1
U of North Carolina,SUNY,2
U of North Carolina,IULM U,1
U of North Carolina,U of Pennsylvania,2
U of North Carolina,Vanderbilt U,1
U of North Carolina,U of Southampton,1
U of North Carolina,U of Amsterdam,1
U of North Carolina,U of Maryland,1
U of North Carolina,U of Antwerp,1
U of North Carolina,Indiana U,5
U of North Carolina,U of North Carolina,139
U of North Carolina,U of Mannheim,1
U of North Carolina,Aarhus U,2
U of North Carolina,U of Kansas,1
U of North Carolina,Ithaca College,2
U of North Carolina,U of Barcelona,1
U of North Carolina,U of Geneva,2
U of North Carolina,U of Oklahoma,1
U of North Carolina,Wake Forest U,3
U of North Carolina,U of Michigan,1
Community Health Councils,Portland State U,3
Community Health Councils,U of Southern California,6
Community Health Councils,Community Health Councils,9
FEDERAL UNIVERSITY OF MINAS GERAIS,U Federal de Minas Gerais,3
FEDERAL UNIVERSITY OF MINAS GERAIS,U of Amazonia (Unama),1
FEDERAL UNIVERSITY OF MINAS GERAIS,Federal U of Minas Gerais (UFMG),1
FEDERAL UNIVERSITY OF MINAS GERAIS,FEDERAL UNIVERSITY OF MINAS GERAIS,1
Technical U of Dresden,Technical U of Dresden,2
Technical U of Dresden,Ohio State U,2
Technical U of Dresden,U of Technology Dresden,1
Technical U of Dresden,Technical U - Dresden,2
Ghent U,Ruhr U Bochum,2
Ghent U,Ghent U,68
Ghent U,MMLab - Ghent U - iMinds,3
Ghent U,iMinds-MICT-Ghent U,2
Ghent U,U of Leuven,27
Ghent U,iMinds-MICT-UGent,4
Western New England U,Western New England U,1
East Carolina U,East Carolina U,3
East Carolina U,U of Connecticut,2
Deutsche Gesellschaft fur Publizistik,U of Hohenheim,1
Deutsche Gesellschaft fur Publizistik,Deutsche Gesellschaft fur Publizistik,1
Hocking College,SUNY,1
Hocking College,Hocking College,1
Zurich U of Applied Sciences,Nanyang Technological U,1
Zurich U of Applied Sciences,Zurich U of Applied Sciences,1
Academic Medical Center U of Amsterdam,Fors Marsh Group,1
Academic Medical Center U of Amsterdam,U of Amsterdam,12
Academic Medical Center U of Amsterdam,Academic Medical Center U of Amsterdam,5
U of Malaga,Democritus U of Thrace,1
U of Malaga,Hebrew U of Jerusalem,2
U of Malaga,Department of Communication,2
U of Malaga,Aristotle U of Thessaloniki,2
U of Malaga,U Rey Juan Carlos,1
U of Malaga,U of Malaga,3
Clemson U,Clemson U,25
Clemson U,U of Tennessee,1
Clemson U,Murray State U,1
Singapore Management U,Purdue U,2
Singapore Management U,Singapore Management U,1
Pontificia Universidad Javeriana,Pontificia Universidad Javeriana,1
Memorial Sloan-Kettering Cancer Center,U of Illinois at UrbanaChampaign,4
Memorial Sloan-Kettering Cancer Center,Memorial Sloan-Kettering Cancer Center,65
Memorial Sloan-Kettering Cancer Center,Hamad Medical Corporation,8
Robert Morris U,Robert Morris U,2
Robert Morris U,U of Nebraska-Lincoln,4
Robert Morris U,Pennsylvania State U,1
Johannes Kepler U,U del Este,1
Johannes Kepler U,Johannes Kepler U,1
U of Hong Kong,Hong Kong Baptist U,2
U of Hong Kong,U of Hong Kong,1
Auburn U,Auburn U,1
U of St Gallen,U of St Gallen,1
U of St Gallen,U of St. Gallen,2
Fort Hays State U,Fort Hays State U,4
Murdoch U,The College of New Jersey,2
Murdoch U,Media Science,2
Murdoch U,Murdoch U,4
Murdoch U,RMIT U,2
Hong Kong Polytechnic U,City U of Hong Kong,1
Hong Kong Polytechnic U,Sun Yat-sen U,1
Hong Kong Polytechnic U,Nanjing U,1
Hong Kong Polytechnic U,City U - Hong Kong,1
Hong Kong Polytechnic U,Hong Kong Polytechnic U,3
Pew Internet and American Life Project,Pew Internet and American Life Project,2
U of West Florida,U of West Florida,3
School of Sustainability IDC,U of Texas,2
School of Sustainability IDC,School of Sustainability IDC,3
Mount Saint Vincent U,Mount Saint Vincent U,8
U of Otago,U of Otago,1
U of Rhode Island,U of Rhode Island,9
Karlstad U,Karlstad U,29
Karlstad U,Southern Illinois U,2
National Taiwan U,National Taiwan U,1
U Municipal de Sao Caetano do Sul,U of Texas,6
U Municipal de Sao Caetano do Sul,The U of Texas at Austin,1
U Municipal de Sao Caetano do Sul,U Municipal de Sao Caetano do Sul,2
U Municipal de Sao Caetano do Sul,U of Minho,1
U of Sydney,U of Sydney,1
U of Duesseldorf,U of Duesseldorf,25
U of Duesseldorf,LMU Munich,2
U of Duesseldorf,Pennsylvania State U,1
West Virgina U,West Virgina U,1
West Virgina U,California State U,1
St Cloud State U,St Cloud State U,1
St Cloud State U,Dartmouth College,1
St Cloud State U,U of Massachusetts,2
Georgetown U,U of Southern California,1
Georgetown U,George Mason U,2
Georgetown U,U of Missouri,1
Georgetown U,Northwestern U,1
Georgetown U,U of Maryland,1
Georgetown U,Georgetown U,3
Penn State U,U of Alabama,1
Penn State U,Penn State U,49
Penn State U,Western Kentucky U,5
Penn State U,Augsburg U,1
Penn State U,Utah State U,6
Penn State U,Syracuse U,2
Penn State U,U of Wisconsin,2
Penn State U,Purdue U,27
Penn State U,Washington State U,1
Penn State U,Pennsylvania State U,14
Penn State U,U of Haifa,1
Penn State U,The Pennsylvania State U,1
Communication School,Communication School,1
Communication School,The Communications School College of Administration,1
Universita' degli Studi di Sassari,Universita' degli Studi di Sassari,1
Universita' degli Studi di Sassari,U of Cincinnati,1
Bond U,Bond U,1
U of Missouri,Central Michigan U,2
U of Missouri,U of Missouri,154
U of Missouri,George Mason U,1
U of Missouri,U of Southern California,1
U of Missouri,Northwestern U,1
U of Missouri,Augsburg U,1
U of Missouri,Webster U,3
U of Missouri,U of Oregon,4
U of Missouri,Nanyang Technological U,1
U of Missouri,American U,4
U of Missouri,U of Arizona,2
U of Missouri,U of Iowa,4
U of Missouri,Georgetown U,1
U of Missouri,Bradley U,8
U of Applied Sciences HTW Chur,U of Zurich,1
U of Applied Sciences HTW Chur,U of Applied Sciences HTW Chur,1
U of Applied Sciences HTW Chur,U of Freiburg,1
U of Sussex,U of Sussex,2
U of Sussex,King's College London,1
Rutgers U,U of California,1
Rutgers U,U of Texas,1
Rutgers U,Rutgers U,99
Rutgers U,Carleton U,2
Rutgers U,Erasmus U Rotterdam,1
Rutgers U,Aalto U,4
Rutgers U,U of Amsterdam,3
Rutgers U,U of Wisconsin,1
Rutgers U,Purdue U,1
Rutgers U,U of Miami,1
Rutgers U,U of Washington,1
Rutgers U,U of Oklahoma,2
Rutgers U,Robert Wood Johnson U Hospital,8
Rutgers U,U of Michigan,3
Kansas State U,Kansas State U,2
Central China Normal U,Fairfield U,1
Central China Normal U,U of Waikato,1
Central China Normal U,Central China Normal U,1
Central China Normal U,California State U,1
The U of Sheffield,The U of Sheffield,2
UNIVERSITE LIBRE DE BRUXELLES,LMU Munich,3
UNIVERSITE LIBRE DE BRUXELLES,UNIVERSITE LIBRE DE BRUXELLES,5
UNIVERSITE LIBRE DE BRUXELLES,U  Libre de Bruxelles,2
U of South Dakota,Texas Tech,9
U of South Dakota,U of South Dakota,6
Southern Illinois U,U of Wisconsin,1
Southern Illinois U,Karlstad U,2
Southern Illinois U,American U,2
Southern Illinois U,Southern Illinois U,16
Southern Illinois U,Franciscan U - Steubenville Dept. of Communication Arts,1
MMLab - Ghent U - iMinds,MMLab - Ghent U - iMinds,9
MMLab - Ghent U - iMinds,Ghent U,3
MMLab - Ghent U - iMinds,iMinds-MICT-UGent,6
U of Mannheim,U Mannheim,7
U of Mannheim,U of North Carolina,1
U of Mannheim,Hanover U of Music Drama and Media,7
U of Mannheim,Erasmus U Rotterdam,1
U of Mannheim,U of Cologne,10
U of Mannheim,U of Amsterdam,1
U of Mannheim,U of Erfurt,3
U of Mannheim,LMU Munich,2
U of Mannheim,U of Antwerp,1
U of Mannheim,U of Mannheim,117
U of Mannheim,Aarhus U,1
U of Mannheim,U of Barcelona,1
U of Mannheim,Jacobs U,2
U of Mannheim,U of Zurich,3
U of Mannheim,U of Geneva,2
U of Mannheim,U of Southampton,1
U of Hawaii at Manoa,U of California,1
U of Hawaii at Manoa,U Oberta Catalunya,1
U of Hawaii at Manoa,Ohio State U,1
U of Hawaii at Manoa,U of Hawaii at Manoa,2
Utrecht U,U of Amsterdam,9
Utrecht U,U of Utrecht,5
Utrecht U,Center on Media and Child Health,6
Utrecht U,VU U Amsterdam,2
Utrecht U,Boston Children's Hospital,6
Utrecht U,Utrecht U,23
U of Minho,U of Texas,2
U of Minho,The U of Texas at Austin,1
U of Minho,U Municipal de Sao Caetano do Sul,1
U of Minho,U of Minho,1
Universita della Svizzera italiana,U della Svizzera italian,1
Universita della Svizzera italiana,Universita della Svizzera italiana,2
National Institute of Education,Nanyang Technological U,1
National Institute of Education,National Institute of Education,1
Chemnitz U of Technology,Chemnitz U of Technology,31
Chemnitz U of Technology,Wuerzburg U,5
Chemnitz U of Technology,U of Wurzburg,3
American U of Beirut,American U of Beirut,1
American U of Beirut,National U of Singapore,1
The U of Southern Mississippi,U of Southern Mississippi,1
The U of Southern Mississippi,The U of Southern Mississippi,1
Florida State U,Rochester Institute of Technology,2
Florida State U,Pennsylvania State U,1
Florida State U,Northwestern U,5
Florida State U,Florida State U,37
Florida State U,U of Navarra,1
Metropolitan State U of Denver,Massey U,1
Metropolitan State U of Denver,Metropolitan State U of Denver,1
U of Oslo,U of Tennessee,1
U of Oslo,U of Oslo,6
School of Communication Simon Fraser U,School of Communication Simon Fraser U,1
TU Dortmund U,Technische Hochschule Mittelhessen,1
TU Dortmund U,TU Dortmund U,10
Hunter College,Hunter College,1
U of Bologna,U of Bologna,1
U of Bologna,U Hospital Careggi,1
Hans Bredow Institute,LMU Munich,3
Hans Bredow Institute,Hans Bredow Institute,2
Ohio U,U of Texas,3
Ohio U,DePaul U,1
Ohio U,Arizona State U,1
Ohio U,North Carolina State U,1
Ohio U,New York U,1
Ohio U,Bangkok U,1
Ohio U,Central Connecticut State U,1
Ohio U,U of Cincinnati,1
Ohio U,U of Wisconsin,1
Ohio U,Purdue U,11
Ohio U,Ohio U,34
Ohio U,National U of Singapore,1
Ohio U,The U of Akron,1
Webster U Geneva,Webster U Geneva,1
Cal Poly Pomona,Cal Poly Pomona,1
U de Puerto Rico Recinto de Ro Piedras,U de Puerto Rico Recinto de Ro Piedras,4
Texas Tech,Michigan State U,2
Texas Tech,SUNY,2
Texas Tech,U of Memphis,1
Texas Tech,U of Santiago,1
Texas Tech,U of South Dakota,9
Texas Tech,Brigham Young U,5
Texas Tech,U of Wisconsin,4
Texas Tech,Linfield College,1
Texas Tech,Ohio State U,8
Texas Tech,Purdue U,1
Texas Tech,Texas Tech,104
Texas Tech,Midwestern U,1
Duke U,Duke U,1
